UID_MEDIAFILM,TITRE_ORIGINAL,TITRE_FRANÇAIS,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNÉE_PRODUCTION,COTE_MEDIAFILM,GENRE,DATE_HEURE_DIFFUSION,RÉALISATION
46849,Whatever Works,Comme tu veux,US,,,,,,2009,4,Comédie sentimentale,2012-10-22T00:47:00,Woody Allen 
26824,"Fearless Vampire Killers, The","Bal des vampires, Le",GB,,,,,,1967,3,Comédie d'horreur,2012-10-28T01:29:00,Roman Polanski 
1349,Sleepy Hollow,Sleepy Hollow,US,,,,,,1999,3,Drame fantastique,2012-10-28T03:29:00,Tim Burton 
46594,Race to Witch Mountain,"Course vers la montagne ensorcelée, La",US,,,,,,2009,5,Drame fantastique,2012-10-28T15:00:00,Andy Fickman 
47665,"Prophète, Un","Prophète, Un",FR,IT,,,,,2009,2,Drame de moeurs,2012-10-28T23:10:00,Jacques Audiard 
18433,"Lost Boys, The",Génération perdue,US,,,,,,1987,4,Drame d'horreur,2012-10-29T00:49:00,Joel Schumacher 
20790,"Hunger, The","Prédateurs, Les",GB,,,,,,1983,4,Drame fantastique,2012-10-29T02:27:00,Tony Scott 
47644,Los Abrazos Rotos,Étreintes brisées,ES,,,,,,2009,3,Drame sentimental,2012-11-04T01:17:00,Pedro Almodovar 
48899,Chloe,Chloé,US,CA,FR,,,,2009,4,Drame de moeurs,2012-11-04T03:48:00,Atom Egoyan 
45960,Inkheart,Coeur d'encre,DE,GB,US,,,,2008,5,Drame fantastique,2012-11-04T15:00:00,Iain Softley 
48523,"Donation, La","Donation, La",CA,QC,,,,,2009,4,Drame,2012-11-04T23:20:00,Bernard Émond 
41665,Glory Road,"Chemin de la gloire, Le",US,,,,,,2006,4,Drame sportif,2012-11-05T00:57:00,James Gartner 
45785,Flawless,Infaillible,GB,LU,,,,,2007,5,Thriller,2012-11-11T01:46:00,Michael Radford 
44027,"Game Plan, The",Plan de match,US,,,,,,2007,5,Comédie,2012-11-11T15:00:00,Andy Fickman 
9550,Pulp Fiction,Fiction pulpeuse,US,,,,,,1994,1,Drame de moeurs,2012-11-11T23:28:00,Quentin Tarantino 
43191,Ma fille mon ange,Ma fille mon ange,CA,QC,,,,,2006,5,Drame de moeurs,2012-11-12T02:05:00,Alexis Durand-Brault 
42489,Seres Queridos,Tellement proches,ES,,,,,,2004,4,Comédie,2012-11-18T01:26:00,"Dominic Harari, Teresa De Pelegri "
18433,"Lost Boys, The",Génération perdue,US,,,,,,1987,4,Drame d'horreur,2012-11-18T03:15:00,Joel Schumacher 
40744,Madagascar,Madagascar,US,,,,,,2005,4,Film d'animation,2012-11-18T15:00:00,"Tom McGrath, Eric Darnell "
47471,Nothing But the Truth,Rien que la vérité,US,,,,,,2008,5,Thriller,2012-11-18T23:20:00,Rod Lurie 
45993,Taking Chance,"Honneur d'un Marine, L'",US,,,,,,2009,4,Drame,2012-11-19T01:09:00,Ross Katz 
41700,"New World, The","Nouveau Monde, Le",US,,,,,,2005,3,Drame historique,2012-11-19T02:20:00,Terrence Malick 
41959,Tristram Shandy - A Cock & Bull Story,Tristram Shandy: Une histoire sans queue ni tête,GB,,,,,,2005,3,Comédie,2012-11-25T01:23:00,Michael Winterbottom 
42837,Fur - An Imaginary Portrait of Diane Arbus,Fur - Portrait imaginaire de Diane Arbus,US,,,,,,2006,4,Drame sentimental,2012-11-25T03:26:00,Steven Shainberg 
46605,Hannah Montana - The Movie,Hannah Montana - Le Film,US,,,,,,2009,5,Comédie,2012-11-25T15:00:00,Peter Chelsom 
2012,Vanilla Sky,"Ciel couleur vanille, Un",US,,,,,,2001,4,Science-fiction,2012-11-25T23:20:00,Cameron Crowe 
42321,Asylum,"Asile, L'",GB,,,,,,2005,4,Drame psychologique,2012-11-26T01:38:00,David Mackenzie 
42948,Snow Cake,Plaisirs glacés,GB,,,,,,2006,4,Drame psychologique,2012-12-02T01:22:00,Marc Evans 
50051,"Girl in the Park, The","Fille dans le parc, La",US,,,,,,2007,4,Drame psychologique,2012-12-02T03:35:00,David Auburn 
45880,Bedtime Stories,Histoires enchantées,US,,,,,,2008,4,Comédie fantaisiste,2012-12-02T15:00:00,Adam Shankman 
1684,Wo Hu Zang Long,Tigre et dragon,HK,TW,US,,,,2000,3,Aventures,2012-12-02T23:20:00,Ang Lee 
41617,Casanova,Casanova,US,,,,,,2005,4,Comédie sentimentale,2012-12-03T01:17:00,Lasse Hallstrom 
58092,Marple: The Pale Horse,Miss Marple: Le Cheval pâle,GB,US,,,,,2010,0,Drame policier,2012-12-07T15:00:00,Andy Hay 
40999,"Bridge of San Luis Rey, The","Pont du roi Saint-Louis, Le",GB,ES,FR,,,,2004,5,Drame historique,2012-12-09T01:24:00,Mary McGuckian 
41888,Tsotsi,Tsotsi,ZA,,,,,,2005,3,Drame policier,2012-12-09T03:44:00,Gavin Hood 
46008,Polytechnique,Polytechnique,CA,QC,,,,,2008,4,Drame social,2012-12-09T23:10:00,Denis Villeneuve 
40010,Nouvelle-France,Nouvelle-France,CA,QC,FR,GB,,,2004,5,Drame,2012-12-10T00:27:00,Jean Beaudin 
41448,Poirot: The Mystery of the Blue Train,Poirot - Le Train bleu,GB,,,,,,2005,0,Drame policier,2012-12-10T15:00:00,Hettie MacDonald 
46820,Incendies,Incendies,CA,QC,,,,,2010,2,Drame,2012-12-10T20:00:00,Denis Villeneuve 
44769,Marple: Nemesis,Miss Marple: Nemesis,GB,,,,,,2007,0,Comédie policière,2012-12-11T15:00:00,Nicolas Winding Refn 
41481,Poirot: After the Funeral,Poirot - Les Indiscrétions d'Hercule Poirot,GB,,,,,,2005,0,Drame policier,2012-12-12T15:00:00,Maurice Phillips 
43045,Marple: Towards Zero,Miss Marple: l'heure zéro,GB,,,,,,2006,0,Drame policier,2012-12-13T15:00:00,David Grindley 
39707,Five Little Pigs,Cinq petits cochons,GB,,,,,,2003,0,Drame policier,2012-12-14T15:00:00,Paul Unwin 
48514,Old Dogs,"2 font la père, Les",US,,,,,,2009,6,Comédie,2012-12-15T13:00:00,Walt Becker 
48545,"Arnacoeur, L'","Arnacoeur, L'",FR,,,,,,2009,5,Comédie dramatique,2012-12-15T20:00:00,Pascal Chaumeil 
42669,"Guardian, The","Gardien, Le",US,,,,,,2006,5,Drame,2012-12-16T01:27:00,Andrew Davis 
14498,Grosse Fatigue,Grosse Fatigue,FR,,,,,,1994,4,Comédie,2012-12-16T04:06:00,Michel Blanc 
48508,Precious: Based on the Novel ''Push'' by Sapphire,Precious - La Véritable Precious Jones,US,,,,,,2008,3,Drame de moeurs,2012-12-16T23:10:00,Lee Daniels 
41958,Omagh,Omagh,IE,,,,,,2004,3,Drame social,2012-12-17T01:02:00,Pete Travis 
41654,Transamerica,Transamerica,US,,,,,,2005,4,Comédie dramatique,2012-12-17T02:44:00,Duncan Tucker 
45373,Fly Me to the Moon 3D,Mouchonautes 3D / Destination Lune 3D: À vos ailes!,BE,,,,,,2008,5,Film d'animation,2012-12-17T09:00:00,Ben Stassen 
46588,"Renard et l'enfant, Le","Renard et l'enfant, Le",FR,,,,,,2007,4,Conte,2012-12-17T12:30:00,Luc Jacquet 
49428,"American Girl: Chrissa Stands Strong, An","American Girl - Les malheurs de Chrissa, An",US,,,,,,2009,5,Drame,2012-12-17T14:30:00,Martha Coolidge 
48810,Up in the Air,Haut dans les airs,US,,,,,,2009,3,Comédie dramatique,2012-12-17T20:00:00,Jason Reitman 
58275,Cinema Verite,Cinéma Vérité,US,,,,,,2011,3,Drame,2012-12-17T23:05:00,"Robert Pulcini, Shari Springer Berman "
1330,Music of the Heart,"Violons du coeur, Les",US,,,,,,1999,4,Drame biographique,2012-12-18T01:05:00,Wes Craven 
2062,Return to Never Land,Peter Pan 2: Retour au pays imaginaire,US,,,,,,2002,5,Dessins animés,2012-12-18T09:00:00,"Donovan Cook, Robin Budd "
45166,Bonneville,Bonneville,US,,,,,,2006,5,Comédie dramatique,2012-12-18T12:30:00,Christopher N. Rowley 
44582,Penelope,Pénélope,GB,,,,,,2006,5,Conte,2012-12-18T14:30:00,Mark Palansky 
38283,And Starring Pancho Villa as Himself,Pancho Villa dans son propre rôle,US,,,,,,2003,5,Drame historique,2012-12-18T23:05:00,Bruce Beresford 
16981,"Witches, The","Sorcières, Les",GB,,,,,,1989,4,Comédie fantaisiste,2012-12-19T01:05:00,Nicolas Roeg 
49775,Tinker Bell and the Lost Treasure,Clochette et la pierre de la lune,US,,,,,,2009,5,Film d'animation,2012-12-19T09:00:00,Klay Hall 
43889,"Nanny Diaries, The","Journal d'une nanny, Le",US,,,,,,2007,4,Comédie dramatique,2012-12-19T12:30:00,"Robert Pulcini, Shari Springer Berman "
45397,"Longshots, The","Quart-arrière, La",US,,,,,,2008,5,Drame sportif,2012-12-19T14:30:00,Fred Durst 
44267,Atonement,Expiation,GB,FR,,,,,2007,2,Drame psychologique,2012-12-19T23:05:00,Joe Wright 
55629,Sans queue ni tête,Sans queue ni tête,FR,,,,,,2010,5,Comédie dramatique,2012-12-20T01:20:00,Jeanne Labrune 
55687,Tinker Bell and the Great Fairy Rescue,Clochette et l'expédition féérique,US,,,,,,2010,0,Film d'animation,2012-12-20T09:00:00,Bradley Raymond 
19094,Jean de Florette,Jean de Florette,FR,,,,,,1986,3,Comédie dramatique,2012-12-20T12:30:00,Claude Berri 
19036,Manon des sources,Manon des sources,FR,,,,,,1986,2,Comédie dramatique,2012-12-20T15:00:00,Claude Berri 
42855,Déjà Vu,Déjà Vu,US,,,,,,2006,4,Thriller,2012-12-20T23:05:00,Tony Scott 
40559,"Good Shepherd, The","Bon Pasteur, Le",CA,,,,,,2004,5,Thriller,2012-12-21T01:33:00,Lewin Webb 
42052,"Wild, The","Vie sauvage, La",US,,,,,,2006,5,Film d'animation,2012-12-21T09:00:00,Steve «Spaz» Williams 
49194,"Roman de Renart, Le","Roman de Renart, Le",LU,,,,,,2005,4,Film d'animation,2012-12-21T12:30:00,Thierry Schiel 
1886,"Princess Diaries, The","Journal d'une princesse, Le",US,,,,,,2001,5,Comédie,2012-12-21T14:30:00,Garry Marshall 
50632,Toy Story 3,Histoire de jouets 3,US,,,,,,2010,3,Film d'animation,2012-12-21T19:00:00,Lee Unkrich 
20674,"Outsiders, The","Inadaptés, Les",US,,,,,,1983,4,Drame de moeurs,2012-12-22T00:56:00,Francis Coppola 
39983,Mickey's Twice Upon a Christmas,Mickey: Il était deux fois Noël,US,,,,,,2004,5,Dessins animés,2012-12-22T07:30:00,Matthew O'Callaghan 
39708,"Choristes, Les","Choristes, Les",FR,CH,,,,,2004,4,Comédie dramatique,2012-12-22T13:00:00,Christophe Barratier 
48834,"Last Song, The","Dernière Chanson, La",US,,,,,,2010,5,Drame psychologique,2012-12-22T20:00:00,Julie Anne Robinson 
45907,Revolutionary Road,"Noces rebelles, Les",US,,,,,,2008,4,Drame psychologique,2012-12-22T22:40:00,Sam Mendes 
7432,"Pentagon Wars, The",Opération Pentagone,US,,,,,,1998,5,Comédie satirique,2012-12-23T00:51:00,Richard Benjamin 
17975,"Étudiante, L'","Étudiante, L'",FR,IT,,,,,1988,5,Comédie sentimentale,2012-12-23T02:47:00,Claude Pinoteau 
4030,Mickey's Once Upon a Christmas,"Noël merveilleux de Mickey, Le",US,,,,,,1999,5,Dessins animés,2012-12-23T07:30:00,"Toby Shelton, Bill Speers, Jun Falkenstein, Bradley Raymond "
42359,Astérix et les Vikings,Astérix et les Vikings,FR,,,,,,2006,4,Dessins animés,2012-12-23T15:00:00,"Stefan Fjeldmark, Jesper Moller "
48494,"Young Victoria, The",Victoria - Les Jeunes Années d'une reine,GB,US,,,,,2009,3,Drame biographique,2012-12-23T20:00:00,Jean-Marc Vallée 
43287,"Môme, La","Vie en rose, La",FR,GB,CZ,,,,2007,4,Drame biographique,2012-12-24T00:40:00,Olivier Dahan 
4154,Diamonds,"Magie des diamants, La",US,DE,,,,,1999,5,Comédie de moeurs,2012-12-24T02:53:00,John Asher 
1691,"Emperor's New Groove, The","Empereur nouveau genre, Un",US,,,,,,2000,4,Dessins animés,2012-12-24T09:00:00,Mark Dindal 
19577,One Magic Christmas,"Noël magique, Un",CA,,,,,,1985,4,Conte,2012-12-24T12:30:00,Phillip Borsos 
49937,Krummerne - Sa er det jul igen,"Krumbs sauvent Noël, Les",DK,,,,,,2006,0,Comédie fantaisiste,2012-12-24T14:30:00,Morten Lorentzen 
48492,"Christmas Carol, A","Conte de Noël, Un",US,,,,,,2009,4,Conte,2012-12-24T19:00:00,Robert Zemeckis 
1791,Bridget Jones's Diary,"Journal de Bridget Jones, Le",US,,,,,,2001,4,Comédie sentimentale,2012-12-25T01:00:00,Sharon Maguire 
42907,"Nativity Story, The","Nativité, La",US,,,,,,2006,4,Drame biblique,2012-12-25T03:01:00,Catherine Hardwicke 
63413,Es ist ein Elch entsprungen,SOS Noël en péril,DE,,,,,,2005,0,Comédie fantaisiste,2012-12-25T12:30:00,Ben Verbong 
42794,"Santa Clause 3 - The Escape Clause, The",Sur les traces du Père Noël 3 - La Clause Force Majeure,US,,,,,,2006,5,Comédie fantaisiste,2012-12-25T14:30:00,Michael Lembeck 
43706,Ratatouille,Ratatouille,US,,,,,,2007,3,Film d'animation,2012-12-25T19:00:00,Brad Bird 
45776,Babine,Babine,CA,QC,,,,,2008,4,Conte,2012-12-25T22:30:00,Luc Picard 
41571,Joyeux Noël,Joyeux Noël,FR,DE,GB,BE,RO,,2005,3,Drame de guerre,2012-12-26T00:30:00,Christian Carion 
56931,De vrais mensonges,De vrais mensonges,FR,,,,,,2010,4,Comédie sentimentale,2012-12-26T02:30:00,Pierre Salvadori 
40313,Mulan II,Mulan 2,US,,,,,,2004,5,Film d'animation,2012-12-26T09:00:00,"Darrell Rooney, Lynne Southerland "
6982,Whiskers,Moustaches,CA,,,,,,1996,4,Comédie fantaisiste,2012-12-26T12:30:00,Jim Kaufman 
39935,"Incredibles, The","Incroyable, Les",US,,,,,,2004,3,Film d'animation,2012-12-26T14:30:00,Brad Bird 
50754,Mammuth,Mammuth,FR,,,,,,2010,3,Comédie dramatique,2012-12-26T22:35:00,"Gustave Kervern, Benoît Delépine "
46066,Affinity,Âmes soeurs,GB,,,,,,2008,4,Drame,2012-12-27T00:23:00,Tim Fywell 
42765,Catch a Fire,De feu et de sang,GB,US,,,,,2006,5,Drame social,2012-12-27T02:13:00,Phillip Noyce 
45107,Unstable Fables: 3 Pigs & a Baby,Incroyables Fables: 3 cochons et un bébé,US,,,,,,2008,5,Film d'animation,2012-12-27T09:00:00,"Arish Fyzee, Howard E. Baker "
16769,"Gloire de mon père, La","Gloire de mon père, La",FR,,,,,,1990,3,Chronique,2012-12-27T12:30:00,Yves Robert 
16860,"Château de ma mère, Le","Château de ma mère, Le",FR,,,,,,1990,3,Comédie dramatique,2012-12-27T15:00:00,Yves Robert 
8870,Crime of the Century,"Crime du siècle, Le",US,,,,,,1996,4,Drame judiciaire,2012-12-27T22:35:00,Mark Rydell 
51222,8 fois debout,8 fois debout,FR,,,,,,2010,4,Comédie dramatique,2012-12-28T00:35:00,Xabi Molia 
13501,Deux Hommes dans la ville,Deux Hommes dans la ville,FR,IT,,,,,1973,4,Drame psychologique,2012-12-28T02:35:00,José Giovanni 
45588,Unstable Fables: Tortoise vs. Hare,Incroyables Fables: Lièvres contre tortues,GB,US,,,,,2008,0,Film d'animation,2012-12-28T09:00:00,"Howard E. Baker, Arish Fyzee "
38397,"Moi César, 10 ans 1/2, 1 m 39","Moi César, 10 ans 1/2, 1 m 39",FR,,,,,,2003,4,Comédie,2012-12-28T12:30:00,Richard Berry 
41517,"Chronicles of Narnia - The Lion, the Witch and the Wardrobe, The","Chroniques de Narnia - L'Armoire magique, Les",US,,,,,,2005,4,Drame fantastique,2012-12-28T14:30:00,Andrew Adamson 
54370,Tangled,Raiponce,US,,,,,,2010,3,Film d'animation,2012-12-28T19:00:00,"Nathan Greno, Byron Howard "
45519,"Duchess, The","Duchesse, La",GB,,,,,,2008,4,Drame historique,2012-12-28T22:35:00,Saul Dibb 
1206,"Ideal Husband, An","Mari idéal, Un",GB,,,,,,1999,4,Comédie de moeurs,2012-12-29T00:35:00,Oliver Parker 
412,Kolja,Kolya,CZ,GB,FR,,,,1996,3,Comédie dramatique,2012-12-29T02:35:00,Jan Sverak 
37720,Piglet's Big Movie,"Grand Film de Porcinet, Le",US,,,,,,2003,5,Dessins animés,2012-12-29T07:30:00,Francis Glebas 
63525,Lippels Traum,"Prince des mille et une nuits, Le",DE,,,,,,2009,0,Aventures,2012-12-29T13:00:00,Lars Büchel 
44920,"Chronicles of Narnia - Prince Caspian, The","Chroniques de Narnia - Le Prince Caspian, Les",US,,,,,,2008,4,Drame fantastique,2012-12-29T19:00:00,Andrew Adamson 
50498,"Kids Are All Right, The","Famille unique, Une",US,,,,,,2009,4,Comédie dramatique,2012-12-29T22:40:00,Lisa Cholodenko 
16586,"Sheltering Sky, The","Thé au Sahara, Un",GB,,,,,,1990,3,Drame psychologique,2012-12-30T00:42:00,Bernardo Bertolucci 
22535,"Boum, La","Boum, La",FR,,,,,,1980,4,Comédie de moeurs,2012-12-30T03:16:00,Claude Pinoteau 
45591,Beverly Hills Chihuahua,"Chihuahua de Beverly Hills, Le",US,,,,,,2008,5,Comédie fantaisiste,2012-12-30T15:00:00,Raja Gosnell 
41098,"Constant Gardener, The","Constance du jardinier, La",GB,,,,,,2005,3,Drame,2012-12-31T00:40:00,Fernando Meirelles 
50572,Mrs Mandela,"Winnie, l'autre Mandela",GB,,,,,,2010,4,Drame biographique,2012-12-31T02:51:00,Michael Samuels 
41363,Chicken Little,Petit Poulet,US,,,,,,2005,5,Film d'animation,2012-12-31T09:00:00,Mark Dindal 
41900,"Shaggy Dog, The",Quelle vie de chien,US,,,,,,2006,6,Comédie fantaisiste,2012-12-31T12:30:00,Brian Robbins 
15823,"Tirelire, combines & cie","Tirelire, combines & cie",CA,QC,,,,,1992,4,Comédie,2012-12-31T14:30:00,Jean Beaudry 
43768,Hairspray,Hairspray,US,,,,,,2007,4,Comédie musicale,2013-01-01T00:30:00,Adam Shankman 
46837,Easy Virtue,Un Mariage de rêve,GB,US,,,,,2008,4,Comédie sentimentale,2013-01-01T02:29:00,Stephan Elliott 
49128,"Petit Nicolas, Le","Petit Nicolas, Le",FR,BE,,,,,2008,4,Comédie,2013-01-01T12:30:00,Laurent Tirard 
1957,Serendipity,Heureux Hasard,US,,,,,,2001,4,Comédie sentimentale,2013-01-01T14:30:00,Peter Chelsom 
39843,Shall We Dance?,Si on dansait?,US,,,,,,2004,5,Comédie sentimentale,2013-01-01T23:00:00,Peter Chelsom 
43828,Death at a Funeral,Joyeuses Funérailles,GB,,,,,,2007,4,Comédie de moeurs,2013-01-02T00:56:00,Frank Oz 
49777,"Maiden Heist, The","Vol de la Maiden Heist, Le",US,,,,,,2009,4,Comédie,2013-01-02T02:37:00,Peter Hewitt 
45769,Khan Kluay,"Éléphant bleu, L'",TH,,,,,,2008,5,Film d'animation,2013-01-02T09:00:00,Kompin Kemgumnird 
36504,Regina,Régina,IS,,,,,,2002,4,Comédie musicale,2013-01-02T12:30:00,Maria Sigurdardottir 
48189,"Cargo pour l'Afrique, Un","Cargo pour l'Afrique, Un",CA,QC,,,,,2009,4,Comédie dramatique,2013-01-02T14:30:00,Roger Cantin 
41221,"Greatest Game Ever Played, The","Parcours de légende, Un",US,,,,,,2005,4,Drame sportif,2013-01-02T22:35:00,Bill Paxton 
19248,"Color of Money, The","Couleur de l'argent, La",US,,,,,,1986,3,Drame de moeurs,2013-01-03T00:52:00,Martin Scorsese 
48175,Cairo Time,Souvenirs du Caire,CA,,,,,,2009,4,Drame sentimental,2013-01-03T03:02:00,Ruba Nadda 
41046,Valiant,"Vaillant, pigeon de combat",GB,,,,,,2005,5,Film d'animation,2013-01-03T09:00:00,Gary Chapman 
44169,Toi et moi,Toi et moi,FR,,,,,,2006,4,Comédie sentimentale,2013-01-03T12:30:00,Julie Lopes-Curval 
41801,Eight Below,Huit en-dessous,US,,,,,,2005,4,Aventures,2013-01-03T14:30:00,Frank Marshall 
48795,Cabotins,Cabotins,CA,QC,,,,,2010,4,Comédie dramatique,2013-01-03T19:00:00,Alain DesRochers 
41575,Brokeback Mountain,Souvenirs de Brokeback Mountain,US,,,,,,2005,2,Drame sentimental,2013-01-03T23:05:00,Ang Lee 
414,Unhook the Stars,Décroche les étoiles,FR,US,,,,,1997,4,Drame psychologique,2013-01-04T01:26:00,Nick Cassavetes 
39150,Home on the Range,"Ferme de la prairie, La",US,,,,,,2004,5,Dessins animés,2013-01-04T09:00:00,"John Sanford, Will Finn "
46755,Sunny et l'éléphant,Sunny et l'éléphant,FR,,,,,,2008,5,Aventures,2013-01-04T12:30:00,"Olivier Horlait, Frédéric Lepage "
44345,National Treasure - Book of Secrets,Trésor national 2 - Le Livre des secrets,US,,,,,,2007,5,Aventures,2013-01-04T14:30:00,Jon Turteltaub 
48836,Alice in Wonderland,Alice au pays des merveilles,US,,,,,,2010,3,Comédie fantaisiste,2013-01-04T19:00:00,Tim Burton 
48493,"Men Who Stare at Goats, The","Hommes qui regardent les chèvres, Les",US,,,,,,2009,4,Comédie satirique,2013-01-05T01:05:00,Grant Heslov 
41133,Ordo,Ordo,FR,,,,,,2004,4,Comédie dramatique,2013-01-05T02:50:00,Laurence Ferreira Barbosa 
63551,Die Wilden Kerle,"Football Kings, Les",DE,,,,,,2003,0,Drame sportif,2013-01-05T13:00:00,Joachim Masannek 
50827,Inception,Origine,US,GB,,,,,2010,2,Science-fiction,2013-01-05T19:00:00,Christopher Nolan 
55514,It's Kind of a Funny Story,C'est comme une drôle d'histoire,US,,,,,,2010,4,Comédie dramatique,2013-01-05T22:40:00,"Ryan Fleck, Anna Boden "
46572,Knowing,Prédictions,US,,,,,,2009,5,Thriller,2013-01-06T00:40:00,Alex Proyas 
42092,Stick It,Tomber... pile,US,,,,,,2006,5,Comédie sportive,2013-01-06T03:10:00,Jessica Bendinger 
46654,Up,Là-haut,US,,,,,,2009,4,Film d'animation,2013-01-06T15:00:00,Pete Docter 
49050,Filière 13,Filière 13,CA,QC,,,,,2010,5,Comédie policière,2013-01-06T20:00:00,Patrick Huard 
41892,Anthony Zimmer,Anthony Zimmer,FR,,,,,,2005,4,Thriller,2013-01-07T00:40:00,Jérôme Salle 
42297,"Lost City, The","Cité perdue, La",US,,,,,,2005,4,Drame,2013-01-07T02:11:00,Andy Garcia 
57192,Downton Abbey,Downton Abbey,GB,,,,,,2010,0,Drame,2013-01-12T20:00:00,"Brian Kelly, Brian Percival, Ben Bolt "
2015,Kate and Leopold,Kate et Léopold,US,,,,,,2001,5,Comédie sentimentale,2013-01-13T01:09:00,James Mangold 
48198,Where the Wild Things Are,Max et les maximonstres,US,,,,,,2009,3,Comédie fantaisiste,2013-01-13T15:00:00,Spike Jonze 
1711,Traffic,Trafic,US,,,,,,2000,3,Drame,2013-01-14T00:40:00,Steven Soderbergh 
2957,About Adam,À propos d'Adam,GB,,,,,,2000,4,Comédie de moeurs,2013-01-14T02:59:00,Gerad Stembridge 
57192,Downton Abbey,Downton Abbey,GB,,,,,,2010,0,Drame,2013-01-19T20:00:00,"Ben Bolt, Brian Kelly, Brian Percival "
48844,"Book of Eli, The","Livre d'Elie, Le",US,,,,,,2010,5,Aventures,2013-01-20T01:09:00,"Allen Hughes, Albert Hughes "
48538,"Princess and the Frog, The","Princesse et la grenouille, La",US,,,,,,2009,4,Film d'animation,2013-01-20T15:00:00,"John Musker, Ron Clements "
55238,"Appât, L'","Appât, L'",CA,QC,,,,,2010,6,Comédie policière,2013-01-20T20:00:00,Yves Simoneau 
50519,Animal Kingdom,"Animal Kingdom, la loi du plus fort",AU,,,,,,2009,4,Drame de moeurs,2013-01-20T23:40:00,David Michôd 
4430,"Island on Bird Street, The","Île de mon enfance, L'",GB,DK,DE,,,,1997,4,Drame,2013-01-21T01:40:00,Soren Kragh-Jacobsen 
57192,Downton Abbey,Downton Abbey,GB,,,,,,2010,0,Drame,2013-01-26T20:00:00,"Ben Bolt, Brian Kelly, Brian Percival "
18433,"Lost Boys, The",Génération perdue,US,,,,,,1987,4,Drame d'horreur,2013-01-27T01:05:00,Joel Schumacher 
45766,Bolt,Volt,US,,,,,,2008,4,Film d'animation,2013-01-27T15:00:00,"Byron Howard, Chris Williams "
45793,Milk,Milk,US,,,,,,2008,3,Drame biographique,2013-01-27T22:50:00,Gus Van Sant 
48892,"Single Man, A","Homme au singulier, Un",US,,,,,,2009,4,Drame psychologique,2013-01-28T00:52:00,Tom Ford 
57192,Downton Abbey,Downton Abbey,GB,,,,,,2010,0,Drame,2013-02-02T20:00:00,"Ben Bolt, Brian Kelly, Brian Percival "
48188,1981,1981,CA,QC,,,,,2009,4,Comédie,2013-02-03T15:00:00,Ricardo Trogi 
46596,Grande Ourse - La clé des possibles,Grande Ourse - La clé des possibles,CA,QC,,,,,2009,4,Drame fantastique,2013-02-03T22:50:00,Patrice Sauvé 
45419,"Banquet, Le","Banquet, Le",CA,QC,,,,,2008,4,Drame social,2013-02-04T00:34:00,Sébastien Rose 
57192,Downton Abbey,Downton Abbey,GB,,,,,,2010,0,Drame,2013-02-09T20:00:00,"Ben Bolt, Brian Kelly, Brian Percival "
50579,"Enfant prodige, L'","Enfant prodige, L'",CA,QC,,,,,2010,5,Drame biographique,2013-02-10T01:10:00,Luc Dionne 
48523,"Donation, La","Donation, La",CA,QC,,,,,2009,4,Drame,2013-02-10T03:10:00,Bernard Émond 
45531,"C'est pas moi, je le jure!","C'est pas moi, je le jure!",CA,QC,,,,,2008,4,Comédie dramatique,2013-02-10T15:00:00,Philippe Falardeau 
