ID_REALISATRICE	PRENOM_REALISATRICE	NOM_REALISATRICE	TITRE_ORIGINAL	ANNEE	TYPE	GENRE	FORMAT	LANGUE_ORIGINALE	LANGUE_AUTRE	EPISODES
9765	Abeille	Tard	Le temps qu'il faut	2017	Fiction	Drame	Court métrage	français		
9765	Abeille	Tard	Stroganov	2009	Fiction	Drame	Court métrage	français		
9765	Abeille	Tard	Sirop d'arabes	2007	Documentaire		Court métrage	français		
9765	Abeille	Tard	Le rire et la liberté d'expression sont parmi les plus belles conquêtes de l'humanité	2006	Animation		Court métrage	français	autre	
5736	Agata	De Santis	Terra Mia	2018	Documentaire		Moyen métrage	anglais		
5736	Agata	De Santis	Mal’occhio - The Evil Eye	2010	Documentaire		Long métrage	français		
13137	Alana	Cymerman	Julia Julep	2015	Fiction	Drame	Court métrage	anglais		
13137	Alana	Cymerman	The Perfect Vacuum	2010	Fiction	Drame	Court métrage	anglais		
4143	Alanis	Obomsawin	Jordan River Anderson - The Messenger	2019	Documentaire		Long métrage	anglais		
4143	Alanis	Obomsawin	Our People Will Be Healed	2017	Documentaire		Long métrage	français		
4143	Alanis	Obomsawin	Trick or Treaty?	2014	Documentaire		Long métrage	français		
4143	Alanis	Obomsawin	Hi-Ho Mistahey!	2013	Documentaire		Long métrage	français		
4143	Alanis	Obomsawin	Le peuple de la rivière Kattawapiskak	2012	Documentaire		Moyen métrage	français		
4143	Alanis	Obomsawin	Quand toutes les feuilles seront tombées	2010	Documentaire, Fiction	Drame	Court métrage	français		
4143	Alanis	Obomsawin	Professor Norman Cornett : 'Since When Do We Divorce The Right Answer From An Honest Answer?'	2009	Documentaire		Long métrage	français		
4143	Alanis	Obomsawin	Gene Boy Came Home	2007	Documentaire		Court métrage	anglais		
4143	Alanis	Obomsawin	Waban-Aki: People from Where the Sun Rises	2006	Documentaire		Long métrage	autre	anglais, s.-t. anglais	
4143	Alanis	Obomsawin	Sigwan	2005	Fiction	Fantastique	Court métrage	autre	français, s.-t. français	
4143	Alanis	Obomsawin	La survie de nos enfants	2003	Documentaire		Long métrage	autre	anglais, français, s.-t. français	
4143	Alanis	Obomsawin	Is The Crown At War With Us?	2002	Documentaire		Long métrage	anglais		
4143	Alanis	Obomsawin	Spudwrench – Kahnawake Man	1997	Documentaire		Moyen métrage	anglais		
4143	Alanis	Obomsawin	Je m'appelle Kahentiiosta	1996	Documentaire		Court métrage	français		
4143	Alanis	Obomsawin	Kanehsatake - 270 Years of Resistance	1993	Documentaire		Long métrage	autre	anglais, s.-t. anglais	
4143	Alanis	Obomsawin	Richard Cardinal: A Cry From A Diary Of A Métis Child	1986	Documentaire		Court métrage	anglais		
4143	Alanis	Obomsawin	Les événements de Restigouche	1984	Documentaire		Moyen métrage	français		
4143	Alanis	Obomsawin	Mère de tant d’enfants	1977	Documentaire		Long métrage	français		
4143	Alanis	Obomsawin	L'agriculture	1975	Documentaire		Court métrage	français		
4143	Alanis	Obomsawin	L'appel à l'orignal	1972	Documentaire		Court métrage	français		
4143	Alanis	Obomsawin	Christmas at Moose Factory	1967	Animation		Court métrage	anglais		
16798	Alexandra	Guité	Écologie Sonore	2010	Documentaire, Interactif		Interactif	français		
16798	Alexandra	Guité	L'île	2009	Documentaire		Court métrage	anglais		
16798	Alexandra	Guité	Les Arts de la Résistance	2006	Documentaire		Long métrage	autre	Espagnol, s.-t. français	
2662	Alexandra	Sicotte-Lévesque	À jamais, pour toujours	2013	Documentaire		Long métrage	autre	anglais, arabe, s.-t. français	
2662	Alexandra	Sicotte-Lévesque	When Silence is Golden	2007	Documentaire		Moyen métrage	anglais		
7327	Amandine	Gay	Une histoire à soi	2021	Documentaire		Long métrage	français		
7327	Amandine	Gay	Ouvrir la voix	2017	Documentaire		Long métrage	français		
18744	Amandine	Navarro	Colours	2020			Court métrage	anglais		
18744	Amandine	Navarro	Chill ou crève	2019	Fiction	Drame	Court métrage	français		
18744	Amandine	Navarro	Mr Hawk	2019			Court métrage	anglais		
18744	Amandine	Navarro	Leslie Love	2019			Court métrage	anglais		
18744	Amandine	Navarro	Hollywood Signals	2017			Court métrage	anglais		
6184	Amy	Miller	Tomorrow's Power	2017	Documentaire		Long métrage	anglais	arabe, allemand, espagnol avec s.-t. anglais	
6184	Amy	Miller	Sans terre, c'est la faim	2013	Documentaire		Court métrage, Long métrage	français		
6184	Amy	Miller	The Carbon Rush	2013	Documentaire		Long métrage	anglais		
6184	Amy	Miller	Myths for Profit: Canada's Role in Industries of War and Peace	2010	Documentaire		Long métrage	anglais		
6184	Amy	Miller	Outside of Europe	2008	Documentaire		Court métrage	anglais		
4112	Anaïs	Barbeau-Lavalette	La déesse des mouches à feu	2020	Fiction	Drame	Long métrage	français		
4112	Anaïs	Barbeau-Lavalette	Ma fille n'est pas à vendre	2017	Documentaire		Long métrage	français		
4112	Anaïs	Barbeau-Lavalette	Le plancher des vaches	2015	Documentaire		Long métrage	français		
4112	Anaïs	Barbeau-Lavalette	Prends-moi	2014	Fiction	Drame	Court métrage	français		
4112	Anaïs	Barbeau-Lavalette	Sept heures trois fois par année	2012	Fiction	Romance	Court métrage	français		
4112	Anaïs	Barbeau-Lavalette	Ina Litovski	2012	Fiction	Drame	Court métrage	français		
4112	Anaïs	Barbeau-Lavalette	Inch’Allah	2012	Fiction	Drame	Long métrage	français		
4112	Anaïs	Barbeau-Lavalette	Marie pleine de grâce	2011	Documentaire		Série	français		
4112	Anaïs	Barbeau-Lavalette	Se souvenir des cendres	2010	Documentaire		Moyen métrage	français		
4112	Anaïs	Barbeau-Lavalette	Les voix humaines	2010	Documentaire		Court métrage, Série	français		20
4112	Anaïs	Barbeau-Lavalette	Les petits géants	2009	Documentaire		Long métrage	français		
4112	Anaïs	Barbeau-Lavalette	Le Ring	2007	Fiction	Drame	Long métrage	français		
4112	Anaïs	Barbeau-Lavalette	Tap-Tap	2007	Documentaire		Long métrage	français		
4112	Anaïs	Barbeau-Lavalette	Si j’avais un chapeau	2005	Documentaire		Long métrage	français		
4112	Anaïs	Barbeau-Lavalette	Les mains du monde	2004	Documentaire		Long métrage	français		
4112	Anaïs	Barbeau-Lavalette	Ceux qui savent encore rêver	2004	Documentaire		Moyen métrage	français		
4112	Anaïs	Barbeau-Lavalette	L’Odyssée du volontariat	2002	Documentaire		Court métrage, Série	français		7
4112	Anaïs	Barbeau-Lavalette	Buenos Aires no llores	2001	Documentaire		Court métrage	autre	Espagnol, s.-t. français	
4112	Anaïs	Barbeau-Lavalette	Les mots bleus	2001	Fiction	Drame	Court métrage	français		
4112	Anaïs	Barbeau-Lavalette	Sorcières comme les autres	2000	Documentaire		Court métrage	français		
4112	Anaïs	Barbeau-Lavalette	Les Petits princes des bidonvilles	2000	Documentaire		Long métrage	français	Espagnol	
806	André-Line	Beauparlant	Pinocchio	2015	Documentaire		Long métrage	français		
806	André-Line	Beauparlant	Panache	2006	Documentaire		Long métrage	français		
806	André-Line	Beauparlant	Le petit Jésus	2004	Documentaire		Long métrage	français		
806	André-Line	Beauparlant	Elvis l'Italiano	2002	Documentaire		Court métrage	français		
806	André-Line	Beauparlant	3 princesses pour Roland	2001	Documentaire		Long métrage	français		
8592	Anik	Salas	Les gentilles	2018	Fiction	Drame	Court métrage	français		
8592	Anik	Salas	As Thou Urgest Justice	2017	Film d'art / danse		Court métrage	français		
8592	Anik	Salas	La guerre des bleuets	2015	Fiction	Pour toute la famille	Court métrage	français		
19912	Anna	Lupien	Dans les ateliers	2021	Documentaire		Série	français		12
19912	Anna	Lupien	Oùrs - La porte sera débarrée	2019	Documentaire		Moyen métrage	français		
19912	Anna	Lupien	Portraits d'artistes - MAC Collection	2017	Documentaire		Court métrage, Série	français		5
19912	Anna	Lupien	La Pastèque au Musée: la fabrication	2012	Documentaire		Moyen métrage	français		
6897	Annabel	Loyola	Les âmes errantes	2019	Documentaire		Court métrage	français		
6897	Annabel	Loyola	Le dernier souffle - Au coeur de l'Hôtel-Dieu de Montréal	2017	Documentaire		Long métrage	français		
6897	Annabel	Loyola	La folle entreprise, sur les pas de Jeanne Mance	2010	Documentaire		Moyen métrage	français		
1283	Anne	Ardouin	Ruisseaux	2016	Documentaire		Court métrage	français		
1283	Anne	Ardouin	Panorama	2015	Documentaire		Court métrage	français		
1283	Anne	Ardouin	200 paysages	2015	Documentaire, Film d'art / danse		Court métrage	français		
1283	Anne	Ardouin	Les jeunes et la science	2012	Documentaire		Court métrage	français		
1283	Anne	Ardouin	Tcikitanaw (la plus haute montagne)	2009	Documentaire		Long métrage	autre	atikamekw, français, s.-t. français	
1283	Anne	Ardouin	Awacak (passage entre l'enfance et l’âge adulte)	1997	Documentaire		Long métrage	autre	atikamekw, français, s.-t. français	
1283	Anne	Ardouin	Une rivière imaginaire	1993	Documentaire		Long métrage	français		
803	Anne	Barth	L'arbre de l'enfance	2017	Documentaire		Long métrage	autre	français, s.-t. anglais	
803	Anne	Barth	Ce qui compte	2013	Documentaire		Long métrage	français		
803	Anne	Barth	Quels enfants laisserons-nous à la planète?	2010	Documentaire		Long métrage	autre	français, s.-t. anglais	
803	Anne	Barth	Pont de verre	2007	Documentaire		Court métrage	autre	français, s.-t. anglais, s.-t. allemand	
803	Anne	Barth	Œuvrer pour la Paix	2006	Documentaire		Court métrage	français		
803	Anne	Barth	Simplement	2003	Expérimental		Court métrage	français		
803	Anne	Barth	L'aura des mots	1996	Documentaire		Moyen métrage	français		
803	Anne	Barth	La nuit verte du parc Labyrinthe	1993	Film d'art / danse		Court métrage	autre	français, s.-t. anglais	
803	Anne	Barth	Tandava	1991	Film d'art / danse		Court métrage	français		
74	Anne	Claire Poirier	Tu as crié « Let me go »	1997	Documentaire		Long métrage	français		
74	Anne	Claire Poirier	Il y a longtemps que je t’aime	1989	Documentaire		Long métrage	français		
74	Anne	Claire Poirier	Salut Victor!	1988	Fiction	Drame	Long métrage	français		
74	Anne	Claire Poirier	La quarantaine	1982	Fiction	Drame	Long métrage	français		
74	Anne	Claire Poirier	Mourir à tue-tête	1979	Fiction	Drame	Long métrage	français		
74	Anne	Claire Poirier	Le temps de l’avant	1975	Fiction	Drame	Long métrage	français		
74	Anne	Claire Poirier	Les filles du Roy	1974	Documentaire		Moyen métrage	français		
74	Anne	Claire Poirier	L'impôt, et tout et tout	1970	Fiction	Comédie	Court métrage	français		
74	Anne	Claire Poirier	De mère en fille	1968	Documentaire, Fiction	Drame	Long métrage	français		
74	Anne	Claire Poirier	Les ludions	1965	Documentaire		Court métrage	français		
74	Anne	Claire Poirier	La fin des étés	1964	Fiction	Drame	Court métrage	français		
74	Anne	Claire Poirier	30 minutes, Mister Plummer	1963	Documentaire		Court métrage	anglais		
9874	Anne	Émond	Jeune Juliette	2019	Fiction	Comédie	Long métrage	français		
9874	Anne	Émond	Nelly	2017	Fiction	Drame	Long métrage	français		
9874	Anne	Émond	Les êtres chers	2015	Fiction	Drame	Long métrage	français		
9874	Anne	Émond	Nuit #1	2011	Fiction	Drame	Long métrage	français		
13151	Anne-Marie	Bouchard	Le long cri du train qui passe se glisse au coeur des spectres et tout explose en silence	2020	Animation		Court métrage	français		
13151	Anne-Marie	Bouchard	Jeux de lumière	2017	Animation		Court métrage	français		
13151	Anne-Marie	Bouchard	Échos: Transpositions de signal	2015	Documentaire, Animation		Court métrage, Série	français		5
13151	Anne-Marie	Bouchard	R_pour ne pas céder d'un pouce	2014			Court métrage	français		
9523	Anne-Marie	Ngô	À trois, Marie s'en va	2010	Fiction	Drame	Long métrage	français		
9523	Anne-Marie	Ngô	Cadavre exquis (ou la vraie nature de Cupidon)	2006	Fiction	Fantastique	Court métrage	français		
1793	Anne-Marie	Tougas	Louise Warren poète - Fragments	2020	Expérimental		Court métrage	français		
1793	Anne-Marie	Tougas	Les chercheurs d'art	2014	Documentaire		Moyen métrage	français		
1793	Anne-Marie	Tougas	Un pas vers l'Arctique - Échos et visages du Nord	2012	Documentaire		Moyen métrage, Long métrage	français		
1793	Anne-Marie	Tougas	Vivre avec l'art... Un art de vivre	2010	Documentaire		Moyen métrage	français		
1793	Anne-Marie	Tougas	L'espace que j'ai vu... Un portrait de l'architecte Pierre Thibault	2007	Documentaire		Moyen métrage	français		
1793	Anne-Marie	Tougas	Raymond Klibansky - De la philosophie à la vie	2002	Documentaire		Moyen métrage	français		
1208	Annie	Deniel	Steampunk Connection	2019	Documentaire		Long métrage	français		
1208	Annie	Deniel	Le voyage du soldat	2014	Documentaire		Court métrage	français		
1208	Annie	Deniel	Des infirmiers en psychiatrie se racontent	2012	Documentaire		Court métrage	français		
1208	Annie	Deniel	Place de l’élégance	2010	Documentaire		Moyen métrage	français		
1208	Annie	Deniel	J’suis toute mêlée!	2007	Documentaire		Moyen métrage	français		
1208	Annie	Deniel	Complicité quotidienne	1993			Court métrage	français		
10122	Anouk	Whissell	Summer of '84 (L'été de '84)	2018	Fiction		Long métrage	anglais		
10122	Anouk	Whissell	TURBO KID	2015	Fiction		Long métrage	anglais		
9780	Ariane	Louis-Seize	Les petites vagues	2018	Fiction	Drame	Court métrage	français		
9780	Ariane	Louis-Seize	Rituels	2018	Fiction	Comédie	Court métrage	français		
9780	Ariane	Louis-Seize	Être elles	2016	Fiction	Comédie	Court métrage	français		
9780	Ariane	Louis-Seize	La peau sauvage	2016	Fiction	Fantastique	Court métrage	autre	sans dialogue	
1774	Ariel	St-Louis Lamoureux	Lumières sur l'eau	2016	Documentaire		Moyen métrage	autre	cri, anglais, s.-t. français	
6965	Aude	Leroux-Lévesque	L'Académie	2020	Documentaire		Moyen métrage	français		
6965	Aude	Leroux-Lévesque	A Place of Tide and Time	2019	Documentaire		Long métrage	anglais		
6965	Aude	Leroux-Lévesque	Chez les géants	2016	Documentaire		Long métrage	autre	Inuktitut, s.-t. français	
6965	Aude	Leroux-Lévesque	Kelly Fraser, étoile polaire	2016	Documentaire			autre	anglais, s.-t. français	
6965	Aude	Leroux-Lévesque	Call me Salma	2010	Documentaire		Long métrage	autre	bengali, s.-t. anglais	
18850	Béatriz	Mediavilla	Vous sentir tous	2020			Court métrage	anglais		
18850	Béatriz	Mediavilla	Habiter le mouvement, un récit en dix chapitres	2019	Documentaire		Long métrage	français		
18850	Béatriz	Mediavilla	3 Mouvements de chutes	2016	Expérimental, Film d'art / danse		Court métrage	français		
18850	Béatriz	Mediavilla	Danse avec elles	2014	Documentaire		Long métrage	français		
9548	Brenda	Keesal	Jack and Ella	2002	Fiction	Drame	Long métrage	anglais		
9548	Brenda	Keesal	Wanker	1993	Fiction	Comédie	Long métrage	anglais		
1780	Brigitte	Poupart	Over My Dead Body	2011	Documentaire		Long métrage	français		
10549	Brigitte	Sauriol	Doubles jeux/Haute tension	1991	Fiction	Action	Long métrage	français		
10549	Brigitte	Sauriol	Laura Laur	1989	Fiction	Drame	Long métrage	français		
10549	Brigitte	Sauriol	Rien qu'un jeu	1983	Fiction	Drame	Long métrage	français		
10549	Brigitte	Sauriol	Bleue Brume	1982	Fiction	Science-fiction	Moyen métrage	français		
10549	Brigitte	Sauriol	Un homme, une ville. Montréal: Pauline Julien	1981	Documentaire		Long métrage	français		
10549	Brigitte	Sauriol	L'absence	1976	Fiction	Drame	Long métrage	français		
10549	Brigitte	Sauriol	Le loup blanc	1972	Fiction	Drame	Moyen métrage	français		
1427	Carole	Laganière	Sylvie à l'école	2018	Documentaire		Moyen métrage	français		
1427	Carole	Laganière	Quartiers sous tension	2017	Documentaire		Moyen métrage	français		
1427	Carole	Laganière	Un printemps incertain	2015	Fiction	Drame	Court métrage	français		
1427	Carole	Laganière	Des adieux	2014	Documentaire		Long métrage	français		
1427	Carole	Laganière	Absences	2013	Documentaire		Long métrage	français		
1427	Carole	Laganière	L'Est pour toujours	2011	Documentaire		Long métrage	français		
1427	Carole	Laganière	Première année	2010	Documentaire		Long métrage	français		
1427	Carole	Laganière	Country	2006	Documentaire		Long métrage	français		
1427	Carole	Laganière	Parc Lafontaine, petite musique urbaine	2006	Documentaire		Long métrage	français		
1427	Carole	Laganière	Vues de l'Est	2004	Documentaire		Moyen métrage	français		
1427	Carole	Laganière	Un toit, un violon, la lune	2003	Documentaire		Long métrage	français		
1427	Carole	Laganière	La fiancée de la vie	2001	Documentaire		Moyen métrage	français		
1427	Carole	Laganière	Des mots voyageurs	1999	Docufiction		Long métrage	français		
1427	Carole	Laganière	Histoires de musées	1997	Docufiction		Court métrage, Série	français		3
1427	Carole	Laganière	Aline	1992	Fiction	Drame	Long métrage	français		
1427	Carole	Laganière	Jour de congé	1989	Fiction	Drame	Court métrage	français		
11352	Carole	Laure	Love Project	2014	Fiction	Drame	Long métrage	français		
11352	Carole	Laure	La Capture	2007	Fiction	Drame	Long métrage	français		
11352	Carole	Laure	CQ2 / Tout près du sol	2004	Fiction	Drame	Long métrage	français		
11352	Carole	Laure	Les Fils de Marie	2002	Fiction	Drame	Long métrage	français		
1277	Carole	Poliquin	Humus	2022	Documentaire		Long métrage	français		
1277	Carole	Poliquin	L’empreinte	2014	Documentaire		Long métrage	français		
1277	Carole	Poliquin	Homo Toxicus	2007	Documentaire		Long métrage	français		
1277	Carole	Poliquin	Le bien commun: l'assaut final	2002	Documentaire		Long métrage	français		
1277	Carole	Poliquin	L’emploi du temps	2000	Documentaire		Long métrage	français		
1277	Carole	Poliquin	Turbulences, 24 heures dans le marché global	1997	Documentaire		Long métrage	français		
1277	Carole	Poliquin	L'âge de la performance	1994	Documentaire		Long métrage	français		
1277	Carole	Poliquin	Dites-moi, monsieur Jacquard	1993	Documentaire		Série	français		26
1277	Carole	Poliquin	Le dernier enfant	1990	Documentaire		Long métrage	français		
1277	Carole	Poliquin	L'hypnose	1988				français		
1277	Carole	Poliquin	Les garderies qu’on veut	1980	Documentaire		Moyen métrage	français		
1201	Caroline	De La Ronde	Le design est partout	2012	Documentaire		Court métrage, Série	français		10
1201	Caroline	De La Ronde	À la di Stasio	2002			Série	français		
1201	Caroline	De La Ronde	Entrée côté court	2001	Documentaire		Court métrage, Série	français		6
4846	Caroline	Hayeur	Adoland Gaspésie, le film: ma chambre c’est mon territoire	2016	Documentaire, Interactif		Interactif	français		
4846	Caroline	Hayeur	Primal	2014	Documentaire, Interactif		Interactif	français		
4846	Caroline	Hayeur	24 poses féministes	2012	Documentaire, Interactif		Interactif	français		
4846	Caroline	Hayeur	Habiter - Au-delà de ma chambre 	2011	Documentaire, Interactif		Interactif	français		
4846	Caroline	Hayeur	Mapping Territories: A Shangai Story	2006	Documentaire, Expérimental		Moyen métrage	français		
4846	Caroline	Hayeur	Chronopée_A, issue de TRAHIR	2004	Expérimental, Film d'art / danse		Court métrage	français		
9569	Caroline	Labrèche	Second Opinion	2018	Fiction	Drame	Long métrage	anglais		
9569	Caroline	Labrèche	Radius	2017	Fiction	Science-fiction	Long métrage	anglais		
9280	Caroline	Mailloux	L'âge des vanités	2021	Fiction	Drame	Court métrage	français		
9280	Caroline	Mailloux	La grange	2014	Fiction	Drame	Court métrage	français		
1271	Caroline	Martel	Le chant des ondes	2012	Documentaire		Long métrage	français		
1271	Caroline	Martel	Industry / Cinema	2012	Documentaire, Interactif		Court métrage, Interactif	français		
9041	Caroline	Monnet	Bootlegger	2020	Fiction	Drame	Long métrage	autre	français, anishinabemowin	
9041	Caroline	Monnet	CREATURA DADA	2016	Film d'art / danse		Court métrage	autre	sans paroles	
9041	Caroline	Monnet	Mobiliser	2015	Film d'art / danse		Court métrage	anglais	Mobiliser	
9041	Caroline	Monnet	Roberta	2014			Court métrage	français		
9041	Caroline	Monnet	La mallette noire	2014	Fiction	Drame	Court métrage	autre	Cri	
9041	Caroline	Monnet	War Child	2010	Documentaire, Film d'art / danse		Court métrage	anglais		
13369	Cassandre	Émanuel	Les jumeaux dizygotes	2018	Documentaire, Fiction		Court métrage	français		
1308	Catherine	Fol	Ceci n’est pas Einstein	2004	Documentaire		Moyen métrage	français		
1308	Catherine	Fol	Le lien cosmique	2000	Documentaire		Long métrage	français		
1308	Catherine	Fol	Toutatis	1996	Documentaire		Moyen métrage	français		
1308	Catherine	Fol	Tant qu’il y aura des jeunes	1993	Documentaire		Long métrage	français		
1308	Catherine	Fol	Au-delà du 6 décembre	1991	Documentaire		Court métrage	français		
1308	Catherine	Fol	Terre à taire	1990	Documentaire		Court métrage	français		
1308	Catherine	Fol	La course des amériques	1990	Documentaire		Court métrage, Série	français		23
1776	Catherine	Hébert	Ziva Postec - La monteuse derrière le film Shoah	2018	Documentaire		Long métrage	autre	français, anglais, allemand, hébreu, tchèque, polonais, s.-t. français	
1776	Catherine	Hébert	Hier à Nyassan	2016	Documentaire		Court métrage	autre	français, anglais, s.-t. français	
1776	Catherine	Hébert	Fleuve, une exposition de René Derouin	2013	Documentaire		Court métrage, Série	français		4
1776	Catherine	Hébert	Carnets d’un grand détour	2012	Documentaire		Long métrage	autre	français, anglais, bambara & pulaar, s.-t. français	
1776	Catherine	Hébert	De l’autre côté du pays	2008	Documentaire		Long métrage	autre	acholi, langi, anglais, s.-t. français	
1776	Catherine	Hébert	La longue route de Julienne	2008	Documentaire		Court métrage	autre	français, kituba (kikongo), le lingala, le swahili et le tshliuba, s.-t. français	
1776	Catherine	Hébert	Le microcrédit en question	2008	Documentaire		Court métrage	autre	français, bengali, s.-t. français	
1776	Catherine	Hébert	Voici l’Homme	2005	Documentaire		Long métrage	français		
1776	Catherine	Hébert	Le visage que j’avais	2005	Documentaire		Court métrage	autre	français, bengali, s.-t. français	
1776	Catherine	Hébert	Des mangues pour Charlotte	2004	Documentaire		Court métrage	autre	français, anglais, swahili, s.-t. français	
1776	Catherine	Hébert	Thé à l’ambassade	2003	Documentaire		Moyen métrage	français		
5732	Catherine	Lemercier	Vie de château	2015	Documentaire		Moyen métrage	français		
1275	Catherine	Martin	Certains de mes amis	2017	Documentaire		Long métrage	français		
1275	Catherine	Martin	Une jeune fille	2013	Fiction	Drame	Long métrage	français		
1275	Catherine	Martin	De temps et d’eau	2011			Court métrage	français		
1275	Catherine	Martin	Quand j’aurai vu les îles	2011	Documentaire		Court métrage	français		
1275	Catherine	Martin	Trois temps après la mort d'Anna	2010	Fiction	Drame	Long métrage	français		
1275	Catherine	Martin	Alice	2007	Fiction	Drame	Court métrage	français		
1275	Catherine	Martin	L'esprit des lieux	2006			Long métrage	français		
1275	Catherine	Martin	Dans les villes	2006	Fiction	Drame	Long métrage	français		
1275	Catherine	Martin	Océan	2002	Documentaire		Long métrage	français		
1275	Catherine	Martin	Mariages	2001	Fiction	Drame	Long métrage	français		
1275	Catherine	Martin	Les dames du 9e étage	1998	Documentaire		Long métrage	français		
1275	Catherine	Martin	Les fins de semaine	1995	Fiction	Drame	Court métrage	français		
1275	Catherine	Martin	L'ombre	1992	Fiction	Fantastique	Court métrage	français		
1275	Catherine	Martin	Nuits d'Afrique	1990	Fiction	Drame	Moyen métrage	français		
1275	Catherine	Martin	Odile ou réminiscences d'un voyage	1985	Fiction	Drame	Court métrage	français		
4126	Catherine	Veaux-Logeat	Entre mer et mur	2019	Documentaire		Long métrage	autre	allemand, s.-t. français	
4126	Catherine	Veaux-Logeat	La petite maison	2012	Documentaire		Court métrage	français		
4126	Catherine	Veaux-Logeat	Hier encore, je t'espérais toujours	2008	Documentaire		Long métrage	français		
4126	Catherine	Veaux-Logeat	Duel en 2 voix	2005	Documentaire		Court métrage	français		
4126	Catherine	Veaux-Logeat	En attendant la pluie	2004	Documentaire		Court métrage	français		
4126	Catherine	Veaux-Logeat	Il fait soleil chez toi	2003	Documentaire		Court métrage	français		
4126	Catherine	Veaux-Logeat	Camille	2002	Fiction	Drame	Court métrage	français		
4126	Catherine	Veaux-Logeat	Sur le chemin de Nan-sous-Thil	1998	Documentaire		Long métrage	français		
4126	Catherine	Veaux-Logeat	Mammie Cylotte	1994	Documentaire		Court métrage	français		
4126	Catherine	Veaux-Logeat	Miroir miroir qui est la plus belle?	1988	Docufiction		Court métrage	français		
9166	Catherine	White	Le temps des chenilles (saison 1)	2016	Fiction		Série	français		5
1212	Céline	Baril	24 Davids	2017	Documentaire		Long métrage	anglais		
1212	Céline	Baril	Room Tone	2014	Documentaire		Moyen métrage	anglais		
1212	Céline	Baril	La théorie du tout	2009	Documentaire		Long métrage	français		
1212	Céline	Baril	538 fois la vie	2005	Documentaire		Long métrage	français		
1212	Céline	Baril	Giselle	2003	Fiction	Drame	Moyen métrage	français		
1212	Céline	Baril	Du pic au coeur	2001	Fiction	Drame	Long métrage	français		
1212	Céline	Baril	L’Absent	1997	Documentaire		Long métrage	français		
1212	Céline	Baril	La fourmi et le volcan	1992	Documentaire, Fiction	Drame	Moyen métrage	autre	Cantonnais avec s.-t. français	
1212	Céline	Baril	Barcelone	1989	Expérimental		Moyen métrage	autre	français, anglais	
7213	Céline	Lafrance	Des Îles de la Madeleine à l'Île Nepawa	2016	Documentaire		Long métrage	français		
9778	Chloé	Leriche	Avant les rues	2016	Fiction	Drame	Long métrage	français		
9778	Chloé	Leriche	Soleils bleus	2010	Film d'art / danse		Court métrage	français		
9831	Chloé	Robichaud	Féminin/Féminin saison 2	2018	Fiction	Drame	Série	français		8
9831	Chloé	Robichaud	Pays	2016	Fiction	Drame	Long métrage	français		
9831	Chloé	Robichaud	Feminin/Feminin saison 1	2014	Fiction	Comédie	Série	français		8
9831	Chloé	Robichaud	Sarah préfère la course	2013	Fiction	Drame	Long métrage	français		
9831	Chloé	Robichaud	Chef de meute	2012	Fiction	Comédie	Court métrage	français		
947	Christine	Chevarie	Les voleurs d'identité	2020	Documentaire		Moyen métrage	français		
947	Christine	Chevarie	La veille	2020	Documentaire		Court métrage	français		
947	Christine	Chevarie	Point d'équilibre	2018	Documentaire		Long métrage	français		
947	Christine	Chevarie	Les chiens pisteurs	2014	Documentaire		Long métrage	français		
947	Christine	Chevarie	La comédienne d’Amérique	2013	Docufiction	Comédie	Court métrage	français		
947	Christine	Chevarie	Quand tout est possible	2011	Documentaire		Court métrage	français		
13864	Claude	Hamel	Territoire Ishkueu Territoire Femme	2018	Documentaire		Long métrage	français		
2682	Claudie	Lévesque	Ma famille en 17 bobines	2011	Documentaire, Expérimental		Court métrage	français		
2682	Claudie	Lévesque	Quaranta	2011	Expérimental		Court métrage	autre	sans paroles	
2682	Claudie	Lévesque	The Rise and Fall of a Long Relationship	2008	Documentaire, Expérimental		Court métrage	anglais		
2682	Claudie	Lévesque	Les souliers de Dorothée	2006	Film d'art / danse		Court métrage	français		
2682	Claudie	Lévesque	Première prise	2006	Expérimental, Film d'art / danse		Court métrage	autre	sans paroles	
2682	Claudie	Lévesque	Magie blanche	2005	Documentaire		Court métrage	français		
2682	Claudie	Lévesque	La petite martienne	2003	Fiction, Film d'art / danse	Science-fiction	Court métrage	français		
2682	Claudie	Lévesque	«N» comme ne pas	1999	Expérimental		Court métrage	français		
2682	Claudie	Lévesque	Un arbre à colorier	1994	Documentaire		Court métrage	français		
2682	Claudie	Lévesque	Du côté des petites filles	1992	Fiction, Expérimental	Drame	Court métrage	français		
4123	Dagmar	Teufel	Femmes en campagne	1989	Documentaire		Court métrage	français		
4123	Dagmar	Teufel	L'intelligence du coeur	1988	Documentaire		Moyen métrage	français		
4123	Dagmar	Teufel	Les polissons	1987	Documentaire		Long métrage	français		
4123	Dagmar	Teufel	Passiflore	1985	Documentaire		Long métrage	français		
4123	Dagmar	Teufel	Le travail piégé	1984	Documentaire		Long métrage	français		
4123	Dagmar	Teufel	«Madame, vous avez rien»	1982	Documentaire		Moyen métrage, Long métrage	français		
1248	Danièle	Lacourse	El Sueño de Alonso (Le rêve d'Alonso)	2000	Documentaire		Long métrage	autre	français, espagnol, s.-t. français	
1248	Danièle	Lacourse	Chronique d'un génocide annoncé - partie 1 - Le sang coulait comme une rivière	1996	Documentaire		Long métrage	français		
