ID_REALISATRICE	PRENOM_REALISATRICE	NOM_REALISATRICE	TITRE_ORIGINAL	ANNEE	TYPE	GENRE	FORMAT	LANGUE_ORIGINALE	LANGUE_AUTRE	EPISODES
1582	Sylvie	Van Brabant	Quelle pilule!	1991	Documentaire		Court métrage	français		
1582	Sylvie	Van Brabant	Remous	1990	Documentaire		Long métrage	français		
1582	Sylvie	Van Brabant	Ménotango	1987	Documentaire		Court métrage	français		
1582	Sylvie	Van Brabant	Nuageux avec éclaircies	1987	Documentaire		Court métrage	français		
1582	Sylvie	Van Brabant	Le doux partage	1983	Documentaire		Court métrage	français		
1582	Sylvie	Van Brabant	Depuis que le monde est monde	1981	Documentaire		Long métrage	français		
1582	Sylvie	Van Brabant	C't enfant-là	1978	Documentaire		Court métrage	français		
1582	Sylvie	Van Brabant	C'est l'nom d'la game	1977	Documentaire		Long métrage	français		
10322	T	a	Histoire de bus	2014	Animation		Court métrage	français		
10322	T	a	Chez madame Poule	2006	Animation		Court métrage	français		
10322	T	a	La Pirouette	2002	Animation		Court métrage	français		
10322	T	a	À l'ombre	1997	Animation		Court métrage	français		
5608	Tally	Abecassis	Les collectionneurs	2010	Documentaire		Moyen métrage	anglais		
5608	Tally	Abecassis	Small Wonders	2009	Documentaire		Long métrage	anglais		
5608	Tally	Abecassis	Lifelike	2005	Documentaire		Long métrage	anglais		
5608	Tally	Abecassis	Warshaw on the Main	1998	Documentaire		Long métrage	anglais		
18686	Tamara	Scherbak	Is Your Teen A Homosexual?	2018	Fiction	Comédie	Court métrage	anglais		
18686	Tamara	Scherbak	Lost Postcards	2016	Fiction	Drame	Court métrage	anglais		
18686	Tamara	Scherbak	Recycle, Reuse, Remix (Recycler, réutiliser, remixer)	2010			Court métrage	autre		
11648	Tara	Johns	Capturing Captain Canada (a.k.a. Peter A. Herrndorf)	2018	Documentaire, Fiction	Drame	Court métrage	anglais		
11648	Tara	Johns	Pour l'amour du combat	2017	Documentaire		Court métrage	français		
11648	Tara	Johns	The Year Dolly Parton Was My Mom	2011	Fiction	Comédie	Long métrage	anglais		
11069	Vali	Fugulin	Sacrés objets	2017	Documentaire		Série	français		6
11069	Vali	Fugulin	Toi, moi et la charte	2013	Documentaire		Interactif	français		
11069	Vali	Fugulin	Zed in Tokyo	2009	Documentaire		Long métrage	anglais		
11069	Vali	Fugulin	Le monde est petit	2000				français		
7012	Vanessa	Boisset	Mise à jour	2021				français		
7012	Vanessa	Boisset	Un Québec toujours fou de ses enfants ?	2021	Documentaire		Série	français		6
7012	Vanessa	Boisset	Vivre en funambule	2020	Documentaire		Série	français		6
7012	Vanessa	Boisset	La grande tournée	2019	Documentaire		Série	français		6
7012	Vanessa	Boisset	Capsules d'information sur la violence conjugale pour les nouveaux arrivants	2019			Série	français		77
7012	Vanessa	Boisset	La vie continue, malgré tout	2017	Documentaire			français		
7012	Vanessa	Boisset	Partir autrement en famille Web	2015	Documentaire		Court métrage, Série	français		18
7012	Vanessa	Boisset	Partir autrement en famille 3	2015	Documentaire		Long métrage, Série	français		6
7012	Vanessa	Boisset	Partir autrement en famille 2	2014	Documentaire		Long métrage, Série	français		4
7012	Vanessa	Boisset	Air Canada : virage vert	2014	Documentaire		Court métrage, Série	français		26
7012	Vanessa	Boisset	Destinations, aventures et cultures	2013	Documentaire		Court métrage, Série	français		13
7012	Vanessa	Boisset	Partir autrement en famille 1	2013	Documentaire		Long métrage, Série	français		1
7012	Vanessa	Boisset	Les graines du changement	2010	Documentaire		Court métrage	français		
7012	Vanessa	Boisset	Le temps d’un week-end	2008	Documentaire		Long métrage, Série	français		22
7012	Vanessa	Boisset	Sur les traces des pharaons	2008	Documentaire		Long métrage, Série	français		7
19966	Véronique	Laveau	Le jour, elles chantent	2020	Documentaire		Court métrage	français		
3549	Violette	Daneau	On ne mourra pas d’en parler	2010	Documentaire		Long métrage	français		
18127	Xiaodan	He	Un printemps d'ailleurs	2018	Fiction	Drame	Long métrage	français		
18127	Xiaodan	He	The Fall of Womenland (Terre des femmes)	2009	Documentaire		Moyen métrage	autre	anglais, mosuo, chinois, s.-t. anglais	
5604	Yanie	Dupont-Hébert	Les haut-parleurs	2016	Documentaire		Court métrage	français		
5604	Yanie	Dupont-Hébert	24h Danger	2015	Documentaire		Moyen métrage, Série	français		3
5604	Yanie	Dupont-Hébert	Des camions et des hommes	2015	Documentaire		Moyen métrage, Série	français		
5604	Yanie	Dupont-Hébert	Jacques Languirand : l'homme insolite	2014	Documentaire		Moyen métrage	français		
5604	Yanie	Dupont-Hébert	Monique Mercure : construire un personnage (Les grands reportages personnalités)	2013	Documentaire		Moyen métrage	français		
5604	Yanie	Dupont-Hébert	Rémy Girard : les bonheurs de Rémy (1001 vies)	2013	Documentaire		Moyen métrage	français		
5604	Yanie	Dupont-Hébert	Danielle Ouimet : l’image, la femme	2013	Documentaire		Long métrage	français		
5604	Yanie	Dupont-Hébert	Albert Millaire : ma vie, mes personnages	2013	Documentaire		Long métrage	français		
5604	Yanie	Dupont-Hébert	L'été indien	2013	Fiction	Drame	Court métrage	français		
5604	Yanie	Dupont-Hébert	Gilles Vigneault : la transmission du savoir (Les grands reportages personnalités)	2012	Documentaire		Moyen métrage	français		
5604	Yanie	Dupont-Hébert	L’OSM &amp; Simple Plan, le concert pour les jeunes	2011	Documentaire		Long métrage	français		
5604	Yanie	Dupont-Hébert	Je suis fan	2011	Documentaire		Long métrage	français		
5604	Yanie	Dupont-Hébert	Les choses de ma vie	2011	Fiction	Drame	Court métrage	français		
5604	Yanie	Dupont-Hébert	Au coeur du Québec	2010	Documentaire		Série	français		
5604	Yanie	Dupont-Hébert	Facteur humain - la beauté	2009	Documentaire		Court métrage, Série	français		13
5604	Yanie	Dupont-Hébert	Active-toi	2008	Documentaire		Série	français		
5604	Yanie	Dupont-Hébert	La quête	2007	Documentaire		Court métrage, Série	français		3
5604	Yanie	Dupont-Hébert	Québec plein cadre	2007	Documentaire		Court métrage, Série	français		26
5604	Yanie	Dupont-Hébert	Je vis ta vie	2006	Documentaire		Série	français		
5604	Yanie	Dupont-Hébert	Pour un Instant avec Serge Fiori	2006	Documentaire		Long métrage	français		
5604	Yanie	Dupont-Hébert	Panda	2006	Fiction	Drame	Court métrage	français		
5604	Yanie	Dupont-Hébert	Toit &amp; moi	2005	Documentaire		Long métrage	français		
5604	Yanie	Dupont-Hébert	Flamme	2005	Fiction	Drame	Court métrage	français		
5604	Yanie	Dupont-Hébert	Cap sur la France	2004	Documentaire		Court métrage, Série	français		13
5604	Yanie	Dupont-Hébert	Air de novembre	2004	Fiction	Drame	Court métrage	français		
5604	Yanie	Dupont-Hébert	Dessine-moi un spectacle	2003	Documentaire, Spectacle		Long métrage	français		
5604	Yanie	Dupont-Hébert	Un peu	2003	Fiction	Drame	Court métrage	français		
5604	Yanie	Dupont-Hébert	Les gars, jeux de mots, l’accent	2003	Fiction	Comédie		français		
5604	Yanie	Dupont-Hébert	Taxi pour l'Amérique	2000	Documentaire		Série	français		
5604	Yanie	Dupont-Hébert	YUL : Yanie Ultra-Légère	1999	Docufiction		Série	français		
19667	Yousra	Benziane	Nitrate	2019	Documentaire		Court métrage	français		
1203	Yvonne	Defour	Quand les pouvoirs s'emmêlent	2018	Documentaire		Long métrage	français		
1203	Yvonne	Defour	Marchés sur Terre	2015	Documentaire		Long métrage, Série	français		8
1203	Yvonne	Defour	Partir autrement en famille	2013	Documentaire		Moyen métrage, Série	français		17
1203	Yvonne	Defour	Des écoles pas comme les autres	2013	Documentaire		Long métrage, Série	français		7
1203	Yvonne	Defour	Amérikologie	2011	Documentaire		Court métrage, Série	français		3
1203	Yvonne	Defour	On est tous dans le champ!	2010	Documentaire		Court métrage, Série	français		12
1203	Yvonne	Defour	Cinéma québécois	2008	Documentaire		Long métrage, Série	français		3
1203	Yvonne	Defour	Tueurs invisibles	2005	Documentaire		Long métrage	français		3
1203	Yvonne	Defour	D'ici et d'ailleurs	2003	Documentaire		Court métrage, Série	français		26
9298	Zoé	Pelchat	Lune	2020	Fiction	Drame	Court métrage	français		
9298	Zoé	Pelchat	Dominos	2018	Fiction	Drame	Série	français		5
